index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1207,1208,20,RL,70,9135,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,6,5,2003,2003,Gable,2,VinylSd,VinylSd,3,120,4,3,4,4,3,3,6,340,1,0,1342,1682,5,5,Y,5,1700,0,0,1700,1,0,2,0,3,1,4,7,8,0,0,5,2003,2,2,544,3,3,3,192,23,0,0,0,0,0,0,,0,5,2006,WD,Normal,200000
1208,1209,20,RL,70,7763,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,7,1962,1980,Gable,2,MetalSd,MetalSd,1,0,3,4,5,3,3,1,3,504,4,108,319,931,5,3,Y,5,1283,0,0,1283,1,0,1,0,3,1,3,6,8,0,0,1,1980,1,2,506,3,3,3,0,0,0,0,0,0,0,0,,0,10,2008,WD,Normal,140000
1209,1210,20,RL,85,10182,2,0,3,4,4,3,3,Somerst,RRNn,Norm,1Fam,1,8,5,2006,2006,Hip,2,VinylSd,VinylSd,5,420,4,3,4,5,3,2,6,1220,1,0,440,1660,5,5,Y,5,1660,0,0,1660,1,0,2,0,3,1,4,8,8,1,4,5,2006,2,2,500,3,3,3,322,50,0,0,0,0,0,0,,0,5,2006,New,Partial,290000
1210,1211,60,RL,70,11218,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,6,5,1992,1992,Gable,2,Wd Sdng,Wd Sdng,1,0,4,3,4,4,3,1,1,0,1,0,1055,1055,5,5,Y,5,1055,790,0,1845,0,0,2,1,3,1,4,8,8,1,3,5,1992,2,2,462,3,3,3,635,104,0,0,0,0,0,4,Shed,400,5,2010,WD,Normal,189000
1211,1212,50,RL,152,12134,2,0,3,3,4,5,2,Gilbert,Norm,Norm,1Fam,2,8,7,1988,2005,Gable,2,Wd Sdng,Wd Sdng,1,0,4,3,1,4,3,3,6,427,1,0,132,559,5,4,Y,5,1080,672,0,1752,0,0,2,0,4,1,3,8,8,0,0,4,1988,2,2,492,3,3,3,325,12,0,0,0,0,0,0,,0,6,2010,WD,Normal,164000
1212,1213,30,RL,50,9340,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,1,4,6,1941,1950,Hip,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,3,344,1,0,328,672,5,3,Y,5,672,0,0,672,1,0,1,0,2,1,3,4,8,0,0,5,1941,1,1,234,3,3,1,0,113,0,0,0,0,0,0,,0,8,2009,WD,Normal,113000
1213,1214,80,RL,,10246,2,0,3,4,4,3,3,Sawyer,Norm,Norm,1Fam,8,4,9,1965,2001,Gable,2,VinylSd,VinylSd,1,0,3,4,5,3,4,3,6,648,1,0,0,648,5,5,Y,5,960,0,0,960,1,1,0,0,0,1,3,3,8,0,0,5,1965,1,1,364,3,3,3,88,0,0,0,0,0,0,0,,0,5,2006,WD,Normal,145000
1214,1215,85,RL,69,10205,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,7,5,5,1962,1962,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,3,4,784,1,0,141,925,5,3,Y,5,999,0,0,999,1,0,1,0,3,1,3,6,8,0,0,5,1962,1,1,300,3,3,3,150,72,0,0,0,0,0,0,,0,5,2006,WD,Normal,134500
1215,1216,20,RL,99,7094,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,1,5,5,1966,1966,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,3,180,2,374,340,894,5,3,Y,5,894,0,0,894,0,0,1,0,3,1,3,5,8,0,0,1,1966,2,1,384,3,3,3,0,0,0,0,0,0,0,3,,0,5,2007,WD,Normal,125000
1216,1217,90,RM,68,8930,2,0,4,4,4,5,3,Sawyer,RRAe,Norm,Duplex,2,6,5,1978,1978,Gable,2,VinylSd,VinylSd,1,0,3,3,3,0,0,0,0,0,0,0,0,0,5,3,Y,5,1318,584,0,1902,0,0,2,0,4,2,3,8,8,0,0,5,1978,1,2,539,3,3,3,0,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,112000
1217,1218,20,FV,72,8640,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,1,8,5,2009,2009,Gable,2,CemntBd,CmentBd,5,72,4,3,4,4,3,2,6,936,1,0,364,1300,5,5,Y,5,1314,0,0,1314,1,0,2,0,3,1,4,6,8,0,0,5,2009,2,2,552,3,3,3,135,112,0,0,0,0,0,0,,0,9,2009,New,Partial,229456
1218,1219,50,RM,52,6240,2,0,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,2,4,5,1947,1950,Gable,2,AsbShng,AsbShng,1,0,3,3,3,0,0,0,0,0,0,0,0,0,5,4,N,5,672,240,0,912,0,0,1,0,2,1,3,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,80500
1219,1220,160,RM,21,1680,2,0,4,4,4,5,3,BrDale,Norm,Norm,Twnhs,4,6,5,1971,1971,Gable,2,CemntBd,CmentBd,3,236,3,3,5,3,3,1,1,0,1,0,672,672,5,3,Y,5,672,546,0,1218,0,0,1,1,3,1,3,7,8,0,0,0,0,0,0,0,0,0,1,201,0,0,0,0,0,0,0,,0,4,2006,WD,Abnorml,91500
1220,1221,20,RL,66,7800,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,5,1964,1964,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,3,312,2,600,0,912,5,3,Y,5,912,0,0,912,0,0,1,0,2,1,3,5,8,0,0,5,1964,1,1,288,3,3,3,0,0,0,0,0,0,0,0,,0,11,2006,WD,Abnorml,115000
1221,1222,20,RL,55,8250,2,0,4,4,4,5,3,Sawyer,Feedr,Norm,1Fam,1,5,5,1968,1968,Hip,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,4,250,2,492,210,952,5,5,Y,5,1211,0,0,1211,0,0,1,0,3,1,3,5,8,1,3,5,1968,1,1,322,3,3,3,0,63,0,0,0,0,0,0,,0,8,2008,WD,Normal,134000
1222,1223,50,RL,78,10496,2,0,4,4,4,5,3,NAmes,Artery,Norm,1Fam,2,6,6,1949,1950,Gable,2,Wd Sdng,Wd Sdng,3,320,3,3,5,3,3,2,3,196,1,0,844,1040,5,5,Y,5,1168,678,0,1846,0,0,2,0,3,1,3,7,8,1,4,5,1949,1,1,315,3,3,3,0,0,0,0,0,0,0,2,,0,1,2007,WD,Normal,143000
1223,1224,20,RL,89,10680,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,3,1951,1951,Hip,2,Wd Sdng,Wd Sdng,3,44,3,3,5,3,2,1,2,756,1,0,1380,2136,5,3,N,4,2136,0,0,2136,0,0,2,0,4,1,3,7,5,0,0,1,1951,1,2,528,3,3,3,0,30,0,0,0,0,0,3,,0,10,2006,WD,Normal,137900
1224,1225,60,RL,60,15384,2,0,3,4,4,5,3,Gilbert,RRAn,Norm,1Fam,4,7,5,2004,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,6,724,1,0,64,788,5,5,Y,5,788,702,0,1490,1,0,2,1,3,1,4,8,8,1,4,5,2004,3,2,388,3,3,3,100,75,0,0,0,0,0,0,,0,2,2008,WD,Normal,184000
1225,1226,80,RL,65,10482,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,8,6,8,1958,1958,Hip,2,VinylSd,VinylSd,3,63,3,4,5,3,3,3,6,507,1,0,81,588,5,5,Y,5,1138,0,0,1138,0,1,1,0,3,1,3,6,8,0,0,5,1958,2,1,264,3,3,3,224,0,0,0,0,0,0,1,,0,6,2007,WD,Normal,145000
1226,1227,60,RL,86,14598,2,0,3,4,4,3,3,Somerst,Feedr,Norm,1Fam,4,6,5,2007,2007,Gable,2,VinylSd,VinylSd,5,74,4,3,4,4,3,2,1,0,1,0,894,894,5,5,Y,5,894,1039,0,1933,0,0,2,1,4,1,4,9,8,1,4,3,2007,3,3,668,3,3,3,100,18,0,0,0,0,0,0,,0,1,2008,WD,Normal,214000
1227,1228,20,RL,72,8872,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,1,5,8,1965,2008,Gable,2,VinylSd,VinylSd,3,300,3,3,5,3,3,1,5,595,1,0,317,912,5,5,Y,5,912,0,0,912,1,0,1,0,2,1,4,5,8,0,0,1,1992,1,2,576,3,3,3,0,240,0,0,0,0,0,0,,0,12,2008,WD,Normal,147000
1228,1229,120,RL,65,8769,2,0,4,4,4,4,3,NridgHt,Norm,Norm,TwnhsE,1,9,5,2008,2008,Hip,2,MetalSd,MetalSd,3,766,5,3,4,5,3,1,6,1540,1,0,162,1702,5,5,Y,5,1702,0,0,1702,1,0,1,1,1,1,5,7,8,1,4,5,2008,3,3,1052,3,3,3,0,72,0,0,224,0,0,0,,0,10,2008,New,Partial,367294
1229,1230,80,RL,70,7910,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,8,5,5,1960,1960,Hip,2,BrkFace,HdBoard,1,0,3,3,5,3,3,1,5,666,1,0,409,1075,5,4,Y,5,1507,0,0,1507,0,0,2,0,4,1,3,7,4,0,0,4,1960,1,1,404,3,3,3,0,0,0,0,0,0,0,2,,0,8,2008,WD,Normal,127000
1230,1231,90,RL,,18890,2,0,3,4,4,5,3,Sawyer,Feedr,RRAe,Duplex,2,5,5,1977,1977,Shed,2,Plywood,Plywood,1,1,3,3,5,4,3,1,6,498,3,211,652,1361,5,5,Y,5,1361,1259,0,2620,0,0,2,2,4,2,3,12,8,1,3,3,1977,2,2,600,3,3,1,155,24,145,0,0,0,0,0,Gar2,8300,8,2007,WD,Normal,190000
1231,1232,90,RL,70,7728,2,0,4,4,4,5,3,NAmes,Norm,Norm,Duplex,8,5,6,1962,1962,Hip,2,Wd Sdng,Wd Sdng,3,120,3,3,5,3,3,3,5,803,1,0,303,1106,5,3,Y,5,1190,0,0,1190,1,0,1,0,3,1,3,6,8,0,0,5,1962,1,2,540,3,3,3,0,18,0,0,0,0,0,2,,0,5,2006,WD,Normal,132500
1232,1233,90,RL,70,9842,2,0,4,4,4,2,3,NAmes,Norm,Norm,Duplex,1,4,5,1962,1962,Gable,2,HdBoard,HdBoard,1,0,3,3,3,0,0,0,0,0,0,0,0,0,5,3,Y,5,1224,0,0,1224,0,0,2,0,2,2,3,6,8,0,0,2,1962,1,2,462,3,3,3,0,0,0,0,0,0,0,0,,0,3,2007,WD,Normal,101800
1233,1234,20,RL,,12160,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,5,1959,1959,Hip,2,Plywood,Plywood,3,180,3,3,5,3,3,1,3,1000,1,0,188,1188,5,2,Y,5,1188,0,0,1188,1,0,1,0,3,1,3,6,8,0,0,5,1959,2,2,531,3,3,3,0,0,0,0,0,0,0,3,,0,5,2010,COD,Abnorml,142000
1234,1235,70,RH,55,8525,2,0,4,3,4,5,3,SWISU,Norm,Norm,1Fam,4,5,6,1911,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,4,3,3,3,1,0,1,0,940,940,5,3,N,4,1024,940,0,1964,0,0,1,1,4,1,3,7,8,0,0,0,0,0,0,0,0,0,1,0,192,0,0,0,0,0,0,,0,11,2008,WD,Abnorml,130000
1235,1236,70,RL,96,13132,2,0,4,4,4,5,3,Crawfor,Norm,Norm,1Fam,4,5,5,1914,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,4,3,2,1,0,1,0,747,747,5,4,Y,2,892,892,0,1784,0,0,1,1,4,1,3,9,8,0,0,1,1914,1,1,180,2,2,1,203,40,0,0,0,0,0,0,,0,7,2006,WD,Normal,138887
1236,1237,160,RL,36,2628,2,0,4,4,4,5,3,NridgHt,Norm,Norm,Twnhs,4,7,5,2003,2003,Gable,2,VinylSd,Wd Shng,5,106,4,3,4,4,3,1,1,0,1,0,764,764,5,5,Y,5,764,862,0,1626,0,0,2,1,2,1,4,6,8,0,0,3,2003,2,2,474,3,3,3,0,27,0,0,0,0,0,0,,0,6,2010,WD,Normal,175500
1237,1238,60,RL,41,12393,2,0,2,4,4,2,3,CollgCr,Norm,Norm,1Fam,4,7,5,2004,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,847,847,5,5,Y,5,847,1101,0,1948,0,0,2,1,4,1,4,8,8,1,4,3,2004,3,2,434,3,3,3,100,48,0,0,0,0,0,0,,0,9,2006,WD,Normal,195000
1238,1239,20,RL,63,13072,2,0,4,4,4,5,3,SawyerW,RRAe,Norm,1Fam,1,6,5,2005,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,1141,1141,5,5,Y,5,1141,0,0,1141,0,0,1,1,3,1,3,6,8,0,0,1,2005,1,2,484,3,3,3,0,0,0,0,0,0,0,0,,0,3,2006,WD,Abnorml,142500
1239,1240,20,RL,64,9037,2,0,3,2,4,5,3,Timber,Norm,Norm,1Fam,1,8,5,2006,2006,Hip,2,VinylSd,VinylSd,3,32,4,3,4,4,3,3,6,428,1,0,1048,1476,5,5,Y,5,1484,0,0,1484,0,0,2,0,2,1,5,6,8,1,4,5,2006,2,2,472,3,3,3,120,33,0,0,0,0,0,0,,0,12,2007,WD,Normal,265900
1240,1241,60,RL,65,8158,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2003,2003,Gable,2,VinylSd,VinylSd,3,252,4,3,4,4,3,1,6,550,1,0,334,884,5,5,Y,5,884,884,0,1768,1,0,2,1,3,1,4,8,8,0,0,5,2003,2,2,543,3,3,3,0,63,0,0,0,0,0,0,,0,7,2008,WD,Normal,224900
1241,1242,20,RL,83,9849,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,1,7,6,2007,2007,Hip,2,VinylSd,VinylSd,5,0,4,3,4,4,3,3,1,0,1,0,1689,1689,5,5,Y,5,1689,0,0,1689,0,0,2,0,3,1,4,7,8,0,0,5,2007,2,3,954,3,3,3,0,56,0,0,0,0,0,0,,0,6,2007,New,Partial,248328
1242,1243,85,RL,85,10625,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,7,7,6,1974,1974,Gable,2,Plywood,Plywood,3,81,3,3,5,4,3,4,6,885,2,168,0,1053,5,3,Y,5,1173,0,0,1173,1,0,2,0,3,1,4,6,8,2,3,5,1974,2,2,528,3,3,3,0,120,0,0,0,0,0,3,,0,1,2010,WD,Family,170000
1243,1244,20,RL,107,13891,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,1,10,5,2006,2006,Gable,2,VinylSd,VinylSd,,,5,3,4,5,4,4,6,1386,1,0,690,2076,5,5,Y,5,2076,0,0,2076,1,0,2,1,2,1,5,7,8,1,4,5,2006,3,3,850,3,3,3,216,229,0,0,0,0,0,0,,0,9,2006,New,Partial,465000
1244,1245,70,RL,,11435,2,0,3,2,4,4,2,Crawfor,Norm,Norm,1Fam,4,8,7,1929,1950,Gable,2,BrkFace,Stucco,1,0,3,3,4,4,3,1,1,0,1,0,792,792,5,2,Y,5,792,725,0,1517,0,0,1,0,3,1,4,7,8,2,4,1,1931,1,2,400,3,3,3,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,230000
1245,1246,80,RL,78,12090,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,8,6,7,1984,2003,Hip,2,VinylSd,VinylSd,3,74,3,3,5,4,3,1,1,0,1,0,585,585,5,5,Y,5,1140,728,0,1868,0,0,3,1,3,1,3,7,8,1,3,3,1984,3,2,477,3,3,3,268,112,0,0,147,0,0,0,,0,1,2007,WD,Abnorml,178000
1246,1247,60,FV,65,8125,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,4,7,5,2005,2006,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,756,756,5,5,Y,5,756,797,0,1553,0,0,2,1,3,1,4,6,8,0,0,5,2005,2,2,615,3,3,3,0,45,0,0,0,0,0,0,,0,3,2006,New,Partial,186500
1247,1248,80,RL,,12328,2,0,3,4,4,5,3,Mitchel,Norm,Norm,1Fam,8,6,5,1976,1976,Gable,2,HdBoard,HdBoard,3,335,3,3,5,3,3,3,6,539,1,0,473,1012,5,3,Y,5,1034,0,0,1034,1,0,1,0,3,1,3,6,8,0,0,5,1976,1,3,888,3,3,3,0,0,0,0,0,0,0,0,,0,5,2010,WD,Normal,169900
1248,1249,75,RM,60,9600,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,6,6,5,1917,1950,Gable,2,AsbShng,AsbShng,1,0,3,3,6,4,3,1,3,319,1,0,416,735,2,2,N,5,1134,924,0,2058,0,0,1,1,3,1,3,8,8,1,4,1,1950,1,2,396,2,2,2,0,0,259,0,0,0,0,0,,0,4,2008,WD,Normal,129500
1249,1250,20,RL,60,7200,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,7,1950,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,4,534,3,96,246,876,5,3,Y,5,988,0,0,988,0,0,1,0,3,1,3,6,8,0,0,5,1950,1,1,276,3,3,3,0,80,0,0,0,0,0,0,,0,5,2007,WD,Normal,119000
1250,1251,20,RL,93,11160,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,1,7,5,1968,1968,Hip,2,BrkFace,BrkFace,1,0,4,3,5,3,3,1,5,1065,1,0,1045,2110,5,5,Y,5,2110,0,0,2110,1,0,2,1,3,1,5,8,8,2,3,5,1968,3,2,522,3,3,3,0,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,244000
1251,1252,120,RL,,3136,2,0,3,4,4,4,3,NridgHt,Norm,Norm,TwnhsE,1,7,5,2003,2003,Gable,2,VinylSd,Wd Shng,5,163,4,3,4,4,3,1,1,0,1,0,1405,1405,5,5,Y,5,1405,0,0,1405,0,0,2,0,2,1,4,6,8,1,4,5,2003,2,2,478,3,3,3,148,36,0,0,0,0,0,0,,0,3,2006,WD,Normal,171750
1252,1253,20,RL,62,9858,2,0,4,4,4,5,3,Mitchel,Norm,Norm,1Fam,1,5,6,1968,1968,Gable,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,4,510,1,0,354,864,5,3,Y,5,874,0,0,874,1,0,1,0,3,1,3,5,8,0,0,5,1968,2,1,288,3,3,3,33,0,0,0,0,0,0,2,Shed,600,11,2009,WD,Normal,130000
1253,1254,60,RL,,17542,2,0,3,4,4,5,3,Veenker,Norm,Norm,1Fam,4,7,7,1974,2003,Gable,2,Wd Sdng,Wd Sdng,1,0,4,3,5,3,3,4,2,125,5,1031,36,1192,5,3,Y,5,1516,651,0,2167,1,0,2,1,3,1,4,9,8,2,4,5,1974,2,2,518,3,3,3,220,47,0,0,0,0,0,3,,0,7,2007,WD,Normal,294000
1254,1255,60,RL,60,6931,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,4,7,5,2003,2004,Gable,2,VinylSd,VinylSd,5,92,4,3,4,4,3,1,1,0,1,0,746,746,5,5,Y,5,760,896,0,1656,0,0,2,1,3,1,4,7,8,1,4,3,2003,3,2,397,3,3,3,178,128,0,0,0,0,0,0,,0,7,2008,WD,Normal,165400
1255,1256,50,RM,52,6240,2,0,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,2,6,6,1931,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,2,1,2,425,1,0,459,884,5,3,Y,4,959,408,0,1367,0,0,1,0,3,1,3,6,8,1,4,1,1978,1,1,560,3,3,3,0,0,0,0,120,0,0,0,,0,11,2007,WD,Normal,127500
1256,1257,20,RL,91,14303,2,0,3,4,4,4,3,NoRidge,Norm,Norm,1Fam,1,8,5,1994,1994,Hip,2,HdBoard,HdBoard,3,554,4,3,4,4,3,4,6,1314,1,0,672,1986,5,5,Y,5,1987,0,0,1987,1,0,2,0,2,1,4,7,8,1,3,5,1994,3,2,691,3,3,3,262,36,0,0,0,0,0,0,,0,8,2008,WD,Normal,301500
1257,1258,30,RL,56,4060,2,0,4,4,4,4,3,Edwards,Feedr,Norm,1Fam,1,5,8,1922,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,2,3,1,1,0,1,0,864,864,5,5,Y,5,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,0,0,0,0,0,0,0,3,0,96,0,0,0,0,0,0,,0,7,2009,WD,Normal,99900
1258,1259,80,RL,59,9587,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,8,7,5,2005,2005,Gable,2,VinylSd,VinylSd,5,182,4,3,4,4,3,4,6,655,1,0,201,856,5,5,Y,5,1166,0,0,1166,1,0,2,0,2,1,4,5,8,0,0,5,2005,3,2,400,3,3,3,212,0,0,0,0,0,0,0,,0,7,2008,WD,Normal,190000
1259,1260,20,RL,65,9750,2,0,4,4,4,2,3,NAmes,Norm,Norm,1Fam,1,6,8,1969,1969,Gable,2,HdBoard,HdBoard,1,0,3,3,5,4,3,1,5,602,2,438,14,1054,5,4,Y,5,1054,0,0,1054,1,0,1,1,3,1,3,6,8,0,0,5,1969,1,2,460,3,3,3,180,0,0,0,80,0,0,0,,0,7,2008,WD,Normal,151000
1260,1261,60,RL,,24682,2,0,1,4,4,3,3,Gilbert,RRAn,Norm,1Fam,4,6,5,1999,1999,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,1,1,0,1,0,841,841,5,5,Y,5,892,783,0,1675,0,0,2,1,3,1,3,7,8,1,3,3,1999,3,2,502,3,3,3,0,103,0,0,0,0,0,0,,0,6,2009,WD,Normal,181000
1261,1262,20,RL,80,9600,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,6,1956,1956,Hip,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,3,504,1,0,546,1050,5,4,Y,5,1050,0,0,1050,0,0,1,0,2,1,3,5,8,0,0,5,1956,1,1,338,3,3,3,0,0,0,0,0,0,0,0,,0,6,2009,WD,Normal,128900
1262,1263,50,RL,,11250,2,0,4,4,4,5,3,ClearCr,Norm,Norm,1Fam,2,4,5,1957,1989,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,3,1,0,1,0,1104,1104,5,5,Y,4,1104,684,0,1788,1,0,1,0,5,1,3,8,6,2,3,5,1957,1,1,304,3,3,3,120,0,0,0,0,0,0,0,,0,11,2009,WD,Normal,161500
1263,1264,70,RL,60,13515,2,2,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,4,6,6,1919,1950,Gambrel,2,Wd Sdng,Wd Sdng,1,0,3,3,4,3,3,1,1,0,1,0,764,764,5,5,Y,4,1060,764,0,1824,0,0,1,0,3,1,3,8,8,1,4,1,1940,1,2,520,3,3,1,0,0,126,0,0,0,0,4,,0,7,2007,WD,Normal,180500
1264,1265,120,RH,34,4060,2,0,4,4,4,5,3,NAmes,Norm,Norm,TwnhsE,1,6,5,1998,1999,Gable,2,MetalSd,MetalSd,1,0,4,3,4,4,3,1,6,266,1,0,1139,1405,5,5,Y,5,1337,0,0,1337,1,0,2,0,2,1,4,5,8,0,0,5,1998,3,2,511,3,3,3,144,68,0,0,0,0,0,0,,0,8,2008,COD,Abnorml,181000
1265,1266,160,FV,35,3735,2,0,4,4,4,1,3,Somerst,Norm,Norm,TwnhsE,4,7,5,1999,1999,Hip,2,MetalSd,MetalSd,3,218,4,3,4,4,3,1,6,450,1,0,241,691,5,5,Y,5,713,739,0,1452,1,0,2,1,3,1,4,6,8,0,0,1,1999,1,2,506,3,3,3,0,34,0,0,0,0,0,0,,0,3,2006,WD,Normal,183900
1266,1267,190,RM,60,10120,2,0,3,3,4,5,3,OldTown,Feedr,Norm,2fmCon,6,7,4,1910,1950,Hip,2,Wd Sdng,Wd Sdng,1,0,2,3,5,3,3,1,1,0,1,0,925,925,5,3,N,2,964,925,0,1889,0,0,1,1,4,2,3,9,8,1,4,1,1960,1,1,308,3,3,1,0,0,264,0,0,0,0,3,,0,1,2007,WD,Normal,122000
1267,1268,20,RL,89,13214,2,0,3,2,4,5,3,Timber,Norm,Norm,1Fam,1,9,5,2008,2009,Hip,2,Stucco,CmentBd,1,0,5,3,4,5,3,4,1,0,1,0,2002,2002,5,5,Y,5,2018,0,0,2018,0,0,2,0,3,1,5,10,8,1,4,5,2009,3,3,746,3,3,3,144,76,0,0,0,0,0,0,,0,5,2010,WD,Normal,378500
1268,1269,50,RL,,14100,2,0,3,4,4,5,2,Crawfor,Norm,Norm,1Fam,2,8,9,1935,1997,Gable,2,Stucco,Stucco,3,632,3,4,5,3,3,2,3,192,1,0,536,728,5,5,Y,5,1968,1479,0,3447,0,0,3,1,4,1,4,11,8,2,4,3,1982,1,3,1014,3,3,3,314,12,0,0,0,0,0,2,,0,5,2008,WD,Normal,381000
1269,1270,50,RL,78,11344,2,0,4,4,4,5,3,NAmes,Feedr,Norm,1Fam,2,5,5,1958,1958,Gable,2,MetalSd,MetalSd,3,180,3,3,5,3,3,1,4,460,1,0,414,874,4,3,Y,4,874,650,0,1524,0,0,1,1,3,1,3,7,8,0,0,5,1958,1,1,315,3,3,3,0,0,0,0,0,0,0,2,,0,7,2007,WD,Normal,144000
1270,1271,40,RL,,23595,2,0,4,2,4,5,1,ClearCr,Norm,Norm,1Fam,1,7,6,1979,1979,Shed,7,Plywood,Plywood,1,0,4,3,4,4,3,4,6,1258,1,0,74,1332,5,3,Y,5,1332,192,0,1524,2,0,0,1,0,1,4,4,8,1,3,5,1979,3,2,586,3,3,3,268,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,260000
1271,1272,20,RL,,9156,2,0,3,4,4,5,3,NWAmes,PosN,Norm,1Fam,1,6,7,1968,1968,Hip,2,BrkFace,BrkFace,1,0,3,3,5,3,3,1,1,0,1,0,1489,1489,5,4,Y,5,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,4,5,1968,2,2,462,3,3,3,0,0,0,0,0,0,0,0,,0,8,2009,WD,Normal,185750
1272,1273,20,RL,,13526,2,0,3,4,4,3,3,Sawyer,Norm,Norm,1Fam,1,5,6,1965,1965,Hip,2,HdBoard,Plywood,3,114,3,3,5,3,3,1,4,560,2,375,0,935,5,3,Y,5,935,0,0,935,1,0,1,0,3,1,3,5,8,0,0,5,1965,1,1,288,3,3,3,180,0,0,0,0,0,0,3,,0,11,2006,WD,Normal,137000
1273,1274,80,RL,124,11512,2,0,3,4,4,4,3,Edwards,Norm,Norm,1Fam,8,6,7,1959,2006,Gable,2,Plywood,Plywood,3,84,3,3,5,3,3,3,5,719,1,0,300,1019,5,4,Y,5,1357,0,0,1357,1,0,1,0,2,1,5,5,8,1,4,4,1959,2,1,312,3,3,3,0,0,0,0,163,0,0,4,,0,5,2008,WD,Normal,177000
