MSSubClass,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,CentralAir_N,CentralAir_Y,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
60,9760,2,0,4,4,4,5,2,4,6,6,1964,1964,2,3,3,5,3,3,4,6,674,2,106,0,780,5,3,798,813,0,1611,1,0,1,1,4,1,3,7,8,0,0,5,1964,2,2,442,3,3,3,328,128,0,0,189,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,3964,2,0,4,4,4,5,3,4,6,4,1973,1973,2,3,3,5,4,3,1,5,837,1,0,105,942,5,4,1291,1230,0,2521,1,0,2,1,5,1,3,10,4,1,4,5,1973,3,2,576,3,3,3,728,20,0,0,0,0,0,4,0,6,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45,9600,2,0,4,4,4,5,3,3,5,7,1949,2003,2,3,3,5,3,3,1,5,220,1,0,625,845,5,3,893,0,0,893,0,1,1,0,2,1,4,4,8,0,0,1,1985,1,2,576,3,3,3,0,0,0,0,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,10152,2,0,4,4,4,5,3,1,5,5,1956,1956,2,3,3,5,3,3,1,4,586,1,0,462,1048,5,3,1048,0,0,1048,1,0,1,0,3,1,3,6,8,0,0,5,1956,1,1,286,3,3,3,0,20,0,0,192,0,0,0,0,6,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11700,2,0,4,4,4,5,3,4,6,6,1968,1968,2,3,3,5,3,3,1,3,298,1,0,429,727,5,5,829,727,0,1556,0,0,1,1,4,1,3,8,8,0,0,5,1968,1,2,441,3,3,3,0,0,0,0,0,0,0,0,0,5,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,7585,2,0,4,4,4,5,3,2,5,3,1948,1950,2,3,3,5,2,2,2,1,0,1,0,810,810,5,2,1002,454,0,1456,1,1,1,0,4,1,3,7,8,1,3,1,1954,1,1,280,3,3,2,0,0,0,0,0,0,0,0,0,8,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,7950,2,0,3,3,4,4,3,4,6,6,1977,1977,2,3,3,5,3,3,1,4,535,1,0,155,690,5,3,698,728,0,1426,0,0,1,1,3,1,3,6,8,0,0,5,1977,3,2,440,3,3,3,252,0,0,0,0,0,0,3,0,7,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8556,2,0,4,4,4,5,3,1,7,5,2006,2006,2,4,3,4,4,3,3,1,0,1,0,1240,1240,5,5,1240,0,0,1240,0,0,2,0,2,1,4,5,8,0,0,5,2006,2,3,826,3,3,3,140,93,0,0,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,13125,2,0,4,4,4,5,3,4,7,6,1940,1984,2,3,3,5,3,3,1,4,410,1,0,390,800,5,3,960,780,0,1740,0,0,1,1,3,1,3,6,8,2,4,5,1940,1,1,240,3,3,3,0,0,0,0,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50,10800,2,3,4,4,4,5,3,2,5,8,1936,1989,2,3,3,5,2,3,1,5,626,1,0,170,796,5,4,1096,370,0,1466,0,1,2,0,3,1,4,7,7,1,3,5,1950,1,2,566,3,3,3,436,21,0,0,0,0,0,0,500,4,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,15870,2,0,3,4,4,4,3,1,5,5,1969,1969,2,3,3,5,3,3,2,4,75,3,791,230,1096,5,5,1096,0,0,1096,1,0,1,0,3,1,3,6,8,0,0,5,1969,3,1,299,3,3,3,240,32,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
120,4435,2,0,4,4,4,5,3,1,6,5,2004,2004,2,4,3,4,4,3,2,6,662,1,0,186,848,5,5,848,0,0,848,1,0,1,0,1,1,4,3,8,1,4,5,2004,2,2,420,3,3,3,140,0,0,0,0,0,0,0,0,5,2006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8775,2,0,4,4,4,5,3,1,5,5,1994,1994,2,3,3,4,4,3,1,6,495,1,0,495,990,5,4,990,0,0,990,0,0,1,0,3,1,3,5,8,0,0,5,1996,1,1,299,3,3,3,0,64,0,0,0,0,0,0,0,4,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,11040,2,0,4,4,4,5,3,1,6,7,1971,2004,2,4,4,5,3,3,1,5,656,1,0,602,1258,5,5,1258,0,0,1258,0,1,2,0,3,1,4,5,8,0,0,5,1971,2,2,528,3,3,3,55,0,0,216,0,0,0,0,0,10,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,7500,2,0,4,4,4,4,3,1,5,5,1963,1963,2,3,3,5,3,3,1,5,824,1,0,216,1040,5,2,1040,0,0,1040,1,0,1,1,3,1,3,5,8,0,0,5,1963,3,1,308,3,3,3,0,0,220,0,0,0,0,3,0,6,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8749,2,0,4,4,4,5,3,1,7,5,2002,2002,2,4,3,4,4,3,1,1,0,1,0,1459,1459,5,5,1459,0,0,1459,0,0,2,0,3,1,4,6,8,1,4,5,2002,2,2,527,3,3,3,192,39,0,0,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8800,2,0,4,4,4,5,3,1,6,6,1964,1964,2,3,3,5,3,3,1,4,553,1,0,698,1251,5,3,1251,0,0,1251,1,0,1,0,3,1,3,6,8,2,4,5,1964,2,1,461,3,3,3,0,116,0,0,0,0,0,3,700,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,13031,2,0,2,4,4,4,3,4,6,5,1995,1996,2,3,3,4,4,3,1,5,592,1,0,99,691,5,4,691,807,0,1498,0,0,2,1,3,1,3,6,8,1,3,5,1995,3,2,409,3,3,3,315,44,0,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
85,9069,2,0,4,4,4,5,3,7,6,6,1992,1992,2,3,3,4,4,3,3,6,747,1,0,189,936,5,5,996,0,0,996,1,0,1,0,2,1,4,5,8,0,0,5,1992,1,2,564,3,3,3,120,0,0,0,0,0,0,0,0,4,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,1974,2,0,4,4,4,5,3,4,4,5,1973,1973,2,3,3,5,3,3,1,4,334,1,0,212,546,5,3,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,0,5,1973,2,1,286,3,3,3,120,96,0,0,0,0,0,0,0,5,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,10574,2,0,4,4,4,5,3,4,8,5,2005,2006,2,4,3,4,4,3,2,1,0,1,0,1082,1082,5,5,1082,871,0,1953,0,0,2,1,3,1,4,9,8,1,4,5,2005,2,3,1043,3,3,3,160,50,0,0,0,0,0,0,0,5,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,2522,2,0,4,4,4,5,3,4,7,5,2004,2004,2,4,3,4,4,3,1,1,0,1,0,970,970,5,5,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,0,1,2004,1,2,380,3,3,3,0,40,0,0,0,0,0,0,0,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,3316,2,2,3,4,4,5,3,1,8,5,2005,2005,2,4,3,4,4,3,1,6,1039,1,0,208,1247,5,5,1247,0,0,1247,1,0,1,1,1,1,4,4,8,1,4,5,2005,3,2,550,3,3,3,0,84,0,0,0,0,0,0,0,4,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,8544,2,0,4,4,4,4,3,1,3,4,1950,1950,2,3,3,3,0,0,0,0,0,0,0,0,0,1,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1,1987,1,2,400,3,3,3,0,0,0,0,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,2160,2,2,4,4,4,5,3,4,7,5,1999,2000,2,4,3,4,4,3,1,4,510,1,0,90,600,5,5,624,628,0,1252,1,0,2,1,2,1,4,4,8,0,0,1,1999,1,2,462,3,3,3,0,48,0,0,0,0,0,0,0,3,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,8400,2,0,4,3,4,5,3,2,6,5,1925,1950,2,3,3,4,3,3,1,3,423,1,0,758,1181,5,2,1390,304,0,1694,0,0,2,0,4,1,3,7,8,1,4,1,1925,1,2,576,3,3,3,342,0,128,0,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9230,2,0,4,4,4,4,3,1,5,8,1965,1998,2,3,3,5,3,3,2,6,661,1,0,203,864,5,4,1200,0,0,1200,1,0,1,1,1,1,4,6,8,0,0,1,1977,1,2,884,3,3,3,0,64,0,0,0,0,0,3,0,10,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,5868,2,0,4,4,4,5,3,1,5,7,1956,2000,2,3,3,5,3,3,1,4,248,3,240,448,936,5,5,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0,5,1956,3,1,308,3,3,3,0,0,80,0,160,0,0,0,0,5,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9317,2,0,3,4,4,5,3,1,6,5,2006,2006,2,4,3,4,4,3,1,6,24,1,0,1290,1314,5,4,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,4,5,2006,2,2,440,3,3,3,0,22,0,0,0,0,0,0,0,3,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,6882,2,0,4,4,4,5,3,4,6,7,1914,2006,2,3,3,4,3,3,1,1,0,1,0,684,684,5,3,773,582,0,1355,0,0,1,1,3,1,4,7,8,0,0,0,0,0,0,0,0,0,3,136,0,115,0,0,0,0,0,0,3,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,3696,2,0,4,4,4,5,3,1,8,5,1986,1986,2,4,3,5,4,3,1,1,0,1,0,1074,1074,5,5,1088,0,0,1088,0,0,1,1,2,1,4,5,8,0,0,5,1987,2,2,461,3,3,3,0,74,137,0,0,0,0,0,0,10,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,6000,2,0,4,4,4,5,3,2,4,6,1936,1950,2,3,3,6,3,3,1,4,672,1,0,0,672,5,3,757,567,0,1324,0,0,1,0,3,1,3,6,8,0,0,1,1936,1,1,240,3,3,3,0,0,0,0,0,0,0,0,0,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,11880,2,0,3,4,4,5,3,1,7,5,1978,1978,2,3,3,5,4,3,1,5,704,1,0,567,1271,5,3,1601,0,0,1601,0,0,2,0,3,1,3,7,8,1,3,5,1978,2,2,478,3,3,3,0,0,0,0,0,0,0,0,0,4,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,8400,2,0,4,3,4,5,3,1,2,5,1920,1950,2,3,3,5,3,2,1,3,290,1,0,0,290,5,3,438,0,0,438,0,0,1,0,1,1,2,3,8,0,0,1,1930,1,1,246,3,3,1,0,0,0,0,0,0,0,0,0,1,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
